Column1,index,ID,Tweet,Timestamp,Likes,Retweets,Length,Date,Time,Class
5652,5653,1.50997E+18, قريب تعال القريه العالميه وشوف خم الرماد ده ديل فاتو ختام اكسبو زاتو,4/1/22 22:09,0,0,143,4/1/2022,7:09:14 PM,positive
5653,5654,1.50996E+18,محمد بن راشد رحلة اكسبو  عسكت قيم اهل الامارات محبة وضيافة   اخبار سعادة,4/1/22 21:43,0,0,219,4/1/2022,6:43:22 PM,positive
5654,5655,1.50996E+18, مبارك الشهر ويعطيكم العافية    ,4/1/22 21:40,1,0,78,4/1/2022,6:40:58 PM,positive
5655,5656,1.50996E+18, الوحة حلوة عارفة ليه رسماتك البدون الوان بتكون احلا,4/1/22 21:40,1,0,134,4/1/2022,6:40:38 PM,positive
5656,5657,1.50996E+18,    اوه فريقي كنت معاج متطوعة جناح ومعارض وكرموني لقب نبض اكسبو وصرت سفيره     وكلي فخر بالانجاز   ,4/1/22 21:38,0,0,145,4/1/2022,6:38:15 PM,positive
5657,5658,1.50996E+18,اكسبو دبي ملحمة اماراتية ابهرت العالم نتصدر المشهد  ,4/1/22 21:30,13,8,113,4/1/2022,6:30:00 PM,positive
5658,5659,1.50996E+18,معالي ريم الهاشمي تفتح ابواب وافاق جديدة لعالم نهل زاءر المعرفة الكثير ونحو تواصل الحضارات وملامسة المستقبل بشغف كلنا فخورين تحق لامارات ودبي وبهذه القدرات الخليجية  اكسبودبي  ,4/1/22 21:19,2,0,269,4/1/2022,6:19:17 PM,positive
5659,5660,1.50996E+18,  روعة,4/1/22 21:10,1,0,96,4/1/2022,6:10:58 PM,positive
5660,5661,1.50996E+18, اردتم تعطوا مثالا عظيما لمراة الناجحه فاذكروا معالي ريم الهاشمي   ,4/1/22 21:07,0,0,109,4/1/2022,6:07:44 PM,positive
5661,5662,1.50995E+18, احسنتم بارك اله فيكم,4/1/22 20:55,0,0,62,4/1/2022,5:55:17 PM,positive
5662,5663,1.50994E+18, جمال ماشاءله ,4/1/22 20:15,0,0,40,4/1/2022,5:15:04 PM,positive
5663,5664,1.50994E+18, ترسم برهان حميدتي مادين كورة,4/1/22 20:08,0,0,106,4/1/2022,5:08:51 PM,positive
5664,5665,1.50994E+18, اله يجمعكم علا خير وصحه,4/1/22 20:06,0,0,77,4/1/2022,5:06:25 PM,positive
5665,5666,1.50994E+18,شكرا معالي ريم الهاشمي ,4/1/22 20:04,0,0,61,4/1/2022,5:04:56 PM,positive
5666,5667,1.50994E+18, اشتقت لاكسبو,4/1/22 19:51,0,0,37,4/1/2022,4:51:19 PM,positive
5667,5668,1.50993E+18, دبي كوكب اخر,4/1/22 19:41,0,0,38,4/1/2022,4:41:36 PM,positive
5668,5669,1.50993E+18,ماعت خليجي بالارقام اكسبودبي النسخة الافضل  اكسبودبي اكسبو  دبي الامارات ,4/1/22 19:13,0,0,146,4/1/2022,4:13:00 PM,positive
5669,5670,1.50992E+18, شكرا قيادتنا الرشيدة,4/1/22 19:00,0,0,36,4/1/2022,4:00:17 PM,positive
5670,5671,1.50992E+18,وداعا اكسبو   ,4/1/22 18:56,0,0,55,4/1/2022,3:56:40 PM,positive
5671,5672,1.50992E+18, صور خيالية       مبدع كالعادة ,4/1/22 18:56,0,0,54,4/1/2022,3:56:28 PM,positive
5672,5673,1.50992E+18, يعني عد زوار اكسبوا وصل مليون انجاز كبير سجل الامارات,4/1/22 18:52,0,0,82,4/1/2022,3:52:55 PM,positive
5673,5674,1.50992E+18, افضل طريقة لانهاء اشهر جميلة معا بحضور طلابنا  قادة الغد  كضيوف الشرف الحفل الختامي لاكسبو  دبي لنمضي بارث اكسبو  مستقبل افضل,4/1/22 18:47,1,0,168,4/1/2022,3:47:12 PM,positive
5674,5675,1.50992E+18,ابكيتم قلوبنا ودعنا  وداعا اجمل  التاريخ,4/1/22 18:44,1,0,111,4/1/2022,3:44:37 PM,positive
5675,5676,1.50992E+18,الجناح البناني يودع نشاطاته اكسبو دبي عبر سلة رمضان معا   مشاهير اكسبو دبي دبي لبنان الجناح البناني ,4/1/22 18:39,0,0,192,4/1/2022,3:39:39 PM,neutral
5676,5677,1.50992E+18, مبدع ,4/1/22 18:35,0,0,29,4/1/2022,3:35:13 PM,positive
5677,5678,1.50991E+18, وبالفعل مجهود كبير جدا قاموا فترة المعرض,4/1/22 18:19,1,0,78,4/1/2022,3:19:00 PM,positive
5678,5679,1.50991E+18, احمسك شوي ,4/1/22 18:18,1,1,66,4/1/2022,3:18:25 PM,neutral
5679,5680,1.50991E+18,  اشكرك عالخبر الطيب واشكر ادارة اكسبو والفريق التقني عالتحديث والدعم جاري التحديث وبشوف الجديد بتطبيق اكسبو,4/1/22 18:17,0,0,151,4/1/2022,3:17:03 PM,positive
5680,5681,1.50991E+18, ماشاء اله تبارك اله نجاح نجاح يارب ماشاء اله غلطة,4/1/22 18:15,1,0,137,4/1/2022,3:15:15 PM,positive
5681,5682,1.50991E+18,المرحلة الانتقالية اكسبو واعادة افتاح  فقط اشهر بامكان الجميع معاودة الزيارة تقريبا  اكسبو    ,4/1/22 18:13,0,0,209,4/1/2022,3:13:32 PM,positive
5682,5683,1.50991E+18,   وانتم بخير,4/1/22 18:12,0,0,59,4/1/2022,3:12:09 PM,positive
5683,5684,1.50991E+18, اله وايد روعة ماشاء اله,4/1/22 18:10,1,0,55,4/1/2022,3:10:21 PM,positive
5684,5685,1.50991E+18,  عجيبه الصور,4/1/22 18:09,1,0,51,4/1/2022,3:09:49 PM,positive
5685,5686,1.50991E+18,اكسبو  دبي شكرا لكل ابتسامة شكرا لكل لحظة شكرا لكل ذكرا ربما اغلقنا ابوابنا  لكنا ملتزمون بتحقيق وعدنا تواصل العقول وصنع المستقبل اخر يجمعنا    الامارات صحيفة الخليج الخليج خمسون عاما ,4/1/22 18:08,6,1,277,4/1/2022,3:08:34 PM,positive
5686,5687,1.50991E+18,فريق اثبتوا لجميع الاعلام الرقمي تفوق علا الاعلام التقليدي وكنتوا خير نقل فعاليات  شكرا جميعا استمروا القادم اجمل,4/1/22 18:05,61,12,185,4/1/2022,3:05:35 PM,positive
5687,5688,1.50991E+18, شكرا لجميع      ,4/1/22 18:05,0,0,37,4/1/2022,3:05:01 PM,positive
5688,5689,1.50991E+18, احبهم وايد ويارب يردون     ,4/1/22 18:04,0,0,49,4/1/2022,3:04:39 PM,positive
5689,5690,1.50991E+18,اكسبو   خطتوا نافستوا فزتوا نجحتوا فابهرتوا شكرا قيادتنا الرشيدة  ,4/1/22 18:01,1,0,189,4/1/2022,3:01:16 PM,positive
5690,5691,1.50991E+18, تحديث علا التطبيق لدعم هالمطلب,4/1/22 17:55,1,1,75,4/1/2022,2:55:57 PM,neutral
5691,5692,1.50991E+18, عندي استفسار وين تروح مباني اكسبو وش مصيرها تهدم,4/1/22 17:49,2,0,87,4/1/2022,2:49:17 PM,neutral
5692,5693,1.50991E+18, شاء اله صور خرافيه ابداع,4/1/22 17:46,1,0,53,4/1/2022,2:46:41 PM,positive
5693,5694,1.50991E+18, اله يبارك فيج ايمان استاهل,4/1/22 17:46,1,1,70,4/1/2022,2:46:20 PM,positive
5694,5695,1.5099E+18,   مبروك مقدما بوسعيد,4/1/22 17:43,1,0,47,4/1/2022,2:43:59 PM,positive
5695,5696,1.5099E+18, عظمة,4/1/22 17:40,1,0,28,4/1/2022,2:40:43 PM,positive
5696,5697,1.5099E+18,شاهد مواطنة توثق زيارتها لجميع اجنحة اكسبو دبي  وتنشر فيديوهات لكل جناح علا حساباتها الخاصة    الامارات اكسبو دبي صحيفة الخليج الخليج خمسون عاما,4/1/22 17:39,8,1,230,4/1/2022,2:39:45 PM,neutral
5697,5698,1.5099E+18, مبدع       ,4/1/22 17:36,1,0,35,4/1/2022,2:36:21 PM,positive
5698,5699,1.5099E+18,سنفتقد عشناه واجمل الحظات قدمها اكسبو  دبي  اكسبو دبي,4/1/22 17:30,1,1,124,4/1/2022,2:30:12 PM,positive
5699,5700,1.5099E+18, الصور خيالية    ,4/1/22 17:27,1,0,40,4/1/2022,2:27:40 PM,positive
5700,5701,1.5099E+18, بالفعل ذكريات جميله,4/1/22 17:22,0,0,51,4/1/2022,2:22:58 PM,positive
5701,5702,1.5099E+18, اله تجتمع الخصوم صانعي الديكتاتور ات,4/1/22 17:12,0,0,117,4/1/2022,2:12:29 PM,negative
5702,5703,1.5099E+18,  فعلا انا اصدمت مسندم ظفار اختزلت شجرة لبان لاسف اشياء كثيرة غابت المفترض تصدر العرض,4/1/22 17:11,1,0,156,4/1/2022,2:11:12 PM,negative
5703,5704,1.5099E+18,  دبي اوفت دبي بسب اكسبو تعرفت علا دول عمري سمعت فيهم الاساس دبي الامارات جمعت العالم مدينه,4/1/22 17:10,0,0,253,4/1/2022,2:10:04 PM,positive
5704,5705,1.5099E+18,سيف بن زايد يقدم اعمال القمة العالمية لحكومات نماذج مشرفة ابناء الامارات وانجازاتهم المبهرة محليا وعالميا ,4/1/22 17:09,1,0,191,4/1/2022,2:09:30 PM,positive
5705,5706,1.50989E+18, اقول ليك حاجة الدنيا جاتك دا,4/1/22 17:02,0,0,105,4/1/2022,2:02:18 PM,positive
5706,5707,1.50989E+18, مبدع كالعادة   ,4/1/22 17:01,1,0,54,4/1/2022,2:01:47 PM,positive
5707,5708,1.50989E+18,بدموع الفرح نودع اكسبو دبي لتبقا معنا اجمل الذكريات  جاهزين لاستقبالكم زوروا دبي ,4/1/22 17:00,3,0,130,4/1/2022,2:00:13 PM,positive
5708,5709,1.50989E+18,ودعا اكسبو دبي  ونشكر الجهات الحكومية المشاركه نجاح الحدث والتنظيم العالمي ابهر العالم وكما سيدي ابوراشد وعدنا واوفينا نقول مانفعل ونفعل مانقول وباذن اله القادم افضل لدولتنا ولقيادة ولشعب       اكسبو  دبي,4/1/22 16:59,2,1,298,4/1/2022,1:59:31 PM,positive
5709,5710,1.50989E+18,فخورة اني كنت عضو فريق نبض اكسبو   تجربة حلوه استثناءية  التقينا ناس الجنسيات مكان واحد  احلا شعور الشكر الدعوات الطيبة الي توصلنا الزوار  ذكريات بتبقا محفورة الذاكرة   شكرا علا ثقتكم فينا ,4/1/22 16:55,2,0,299,4/1/2022,1:55:09 PM,positive
5710,5711,1.50989E+18,سيف بن زايد الامارات عملت علا تمكين الاسرة الاماراتية ابوها زايد وامها فاطمة ام الفرسان القمة العالمية لحكومات ,4/1/22 16:49,0,0,194,4/1/2022,1:49:44 PM,positive
5711,5712,1.50989E+18,سيف بن زايد  دولة استفادت المساعدات الاماراتية كورونا شكلت  حجم الاستجابة الدولية الجاءحة امارات العطاء القمة العالمية لحكومات ,4/1/22 16:49,0,0,231,4/1/2022,1:49:39 PM,positive
5712,5713,1.50989E+18, مبدع نستاذنك بالصور,4/1/22 16:49,1,0,63,4/1/2022,1:49:12 PM,positive
5713,5714,1.50989E+18,الجناح البناني يودع نشاطاته اكسبو  عبر سلة رمضان معا الجناج البناني  اكسبو حياكم ,4/1/22 16:47,2,1,206,4/1/2022,1:47:57 PM,neutral
5714,5715,1.50989E+18, مبدع,4/1/22 16:47,1,0,28,4/1/2022,1:47:23 PM,positive
5715,5716,1.50989E+18, ابداع,4/1/22 16:47,1,0,31,4/1/2022,1:47:05 PM,positive
5716,5717,1.50989E+18, جمال,4/1/22 16:45,1,0,31,4/1/2022,1:45:46 PM,positive
5717,5718,1.50989E+18,لكل مبدع انجاز ولكل نجاح شكر وتقدير فجزيل الشكر لمعالي ريم الهاشمي ام هزاع كفيتي وفيتي  الحمداله علا نجاح اكسبو   ,4/1/22 16:37,18,5,179,4/1/2022,1:37:53 PM,positive
5718,5719,1.50989E+18, مبدع    ,4/1/22 16:37,1,0,32,4/1/2022,1:37:21 PM,positive
5719,5720,1.50989E+18,   ختام المشهد اكسبوا يعكس جمال مدينة الجمال دبي وهوية دولة الامارات الميزة ميدان ومحفل    ,4/1/22 16:34,0,0,143,4/1/2022,1:34:46 PM,positive
5720,5721,1.50989E+18, اله يسعده,4/1/22 16:27,0,0,47,4/1/2022,1:27:53 PM,positive
5721,5722,1.50989E+18,  امين ياغاليه ربي يحفظك ,4/1/22 16:27,0,0,61,4/1/2022,1:27:30 PM,positive
5722,5723,1.50989E+18, اله يحفظه تاج دبي,4/1/22 16:27,0,0,74,4/1/2022,1:27:25 PM,positive
5723,5724,1.50989E+18,   اله يبارك فيك مستشارنا العزيز والقدير,4/1/22 16:27,1,0,76,4/1/2022,1:27:05 PM,positive
5724,5725,1.50988E+18, شكرا ليكم انتو لانو اكسبو حيفضل ذاكرتنا داءما شاء اله القادم اجمل دبي باذن اله,4/1/22 16:17,0,0,105,4/1/2022,1:17:03 PM,positive
5725,5726,1.50988E+18, شاء اله انت مبدع ربنا يوفقك,4/1/22 16:15,1,0,104,4/1/2022,1:15:36 PM,positive
5726,5727,1.50988E+18,  ابدعت خالد ,4/1/22 16:12,2,0,46,4/1/2022,1:12:20 PM,positive
5727,5728,1.50988E+18, كلنا فخورين فيكم  قصرتوا  بياض ويه    ,4/1/22 16:11,2,0,70,4/1/2022,1:11:00 PM,positive
5728,5729,1.50988E+18, ابداع   ,4/1/22 16:09,1,0,35,4/1/2022,1:09:45 PM,positive
5729,5730,1.50988E+18,اكتشف المزيد  استثمر في ابوظبي حر طموحك فعاليات حوارات اكسبو وزارة الاقتصاد ,4/1/22 16:04,0,0,226,4/1/2022,1:04:50 PM,positive
5730,5731,1.50988E+18, مبدع خالد,4/1/22 16:03,1,0,36,4/1/2022,1:03:03 PM,positive
5731,5732,1.50988E+18,   مبارك,4/1/22 16:02,0,0,52,4/1/2022,1:02:36 PM,positive
5732,5733,1.50988E+18,الامارات تبتكر تكرم افضل الابتكارات الاجنحة اكسبو  دبي دبي ,4/1/22 16:02,2,0,128,4/1/2022,1:02:09 PM,positive
5733,5734,1.50988E+18, راءع التصوير مبدع,4/1/22 16:01,1,0,55,4/1/2022,1:01:24 PM,positive
5734,5735,1.50988E+18, انصدمت هالسنه وينتقل لدولة اخر حسافه     قلت السنه الجاية انزل دبي واحضر اكسبو  دبي,4/1/22 15:55,0,0,140,4/1/2022,12:55:39 PM,positive
5735,5736,1.50988E+18,  معاليكي انتي فخر لدولة الامارات فقط لكل نساء العالم العربي,4/1/22 15:53,1,0,91,4/1/2022,12:53:45 PM,positive
5736,5737,1.50988E+18, روعه   ,4/1/22 15:50,1,0,31,4/1/2022,12:50:54 PM,positive
5737,5738,1.50988E+18,توديع اخر ضيوف الحدث الدولي واسدال الستار علا فعالياته موظفو اكسبو  دبي بالمشاركة اغلاق البوابات الاربع موقع الحدث الدولي  ,4/1/22 15:50,0,0,192,4/1/2022,12:50:00 PM,neutral
5738,5739,1.50987E+18, احتراف         ,4/1/22 15:45,1,0,42,4/1/2022,12:45:17 PM,neutral
5739,5740,1.50987E+18,وزير الخارجية الايطالي    اكسبو  دبي فرصة فريدة لاستثمارات الاجنبية   المعرض اختم دبي يمثل لايطاليا مشاركة كبيرة ستءثي ثمارها,4/1/22 15:44,1,1,242,4/1/2022,12:44:35 PM,neutral
5740,5741,1.50987E+18,العديد الاساتذة والاصدقاء والزملاء الدوحة تصوروا كاس العالم وكرة كاس العالم  انا دبي تصورت كاس العالم  وكرة نهاءي كاس العالم  شكرا لجناح الاوروغواي  علا الفرصة ,4/1/22 15:42,0,0,241,4/1/2022,12:42:18 PM,positive
5741,5742,1.50987E+18, انا مصطفا عيسا الوحيد فا العالم يستطيع يحق حلم السعودية ,4/1/22 15:42,1,0,119,4/1/2022,12:42:15 PM,positive
5742,5743,1.50987E+18, واله مرحبا ومسهلا ذمتي تشيلكم القلوب العين بوحارث والنجاح,4/1/22 15:42,0,0,105,4/1/2022,12:42:01 PM,positive
5743,5744,1.50987E+18, انا مصطفا عيسا الوحيد فا العالم يستطيع يحق حلم السعودية,4/1/22 15:41,1,0,104,4/1/2022,12:41:33 PM,positive
5744,5745,1.50987E+18, فنان    ,4/1/22 15:34,1,0,32,4/1/2022,12:34:27 PM,positive
5745,5746,1.50987E+18,معالي ريم الهاشمي وعاءلتها اخر ترجل سفينة  شكرا معاليج علا التنظيم الراءع شكرا لانج سخرتي جهودج والامكانيات المتاحه لنجاح الحدث العالمي كنتي قدها وقدود رغم المصاعب والعراقيل القادم اجمل ,4/1/22 15:31,16,6,244,4/1/2022,12:31:42 PM,positive
5746,5747,1.50987E+18, اله     ,4/1/22 15:23,1,0,38,4/1/2022,12:23:38 PM,positive
5747,5748,1.50987E+18,رسالة ادارة اكسبو  يتح لبعض التواجد الحدث العظيم وخاصة اصحاب البعثات التعليمية وبعض كانوا يقضون مراحل العلاج الطبي مستشفيات الدولة يمتلكون سوا تطبيق اكسبو وتقنيات الواقع الافتراضي لتجول الحدث ارجوا حذف التطبيق وتمد صلاحيته,4/1/22 15:21,11,4,301,4/1/2022,12:21:38 PM,neutral
5748,5749,1.50987E+18,  موفقه ياعيني اله يبارك بجهودك وينفع    فخر فخر,4/1/22 15:09,0,0,89,4/1/2022,12:09:13 PM,positive
5749,5750,1.50986E+18,نبارك لقاءمين علا جناح السلطنة   وانجاز يحسب بالفوز بالجاءزة الذهبية ,4/1/22 15:06,1,1,126,4/1/2022,12:06:16 PM,positive
5750,5751,1.50986E+18,شكرا جزيلا معالي ريم الهاشمي علا قدمته فريق عملك الراءع والمبدع والقادم اسرع ,4/1/22 15:05,0,0,146,4/1/2022,12:05:35 PM,positive
5751,5752,1.50986E+18,بهذه الطريقة شكرنا عمال اكسبو  دبي يبقا الحدث خالدا ذاكرتهم   وهكذا عبروا فرحتهم  دبي بوست اكسبودبي,4/1/22 14:58,10,4,163,4/1/2022,11:58:39 AM,positive
5752,5753,1.50986E+18,معالي ريم الهاشمي تفتح بوابة اكسبو لمرة اختام المعرض العالمي اليلة  اكسبودبي اكسبو  ,4/1/22 14:58,4,0,168,4/1/2022,11:58:14 AM,positive
5753,5754,1.50986E+18, مبروك علا نجاح التظيم الاكثر راءع      ,4/1/22 14:56,0,0,61,4/1/2022,11:56:04 AM,positive
5754,5755,1.50986E+18,  شاءاله الصراحه كفو,4/1/22 14:55,2,0,62,4/1/2022,11:55:01 AM,positive
5755,5756,1.50986E+18, شاء اله ,4/1/22 14:53,0,0,27,4/1/2022,11:53:52 AM,positive
5756,5757,1.50986E+18,  ماقصرتي ام هزاع انجاز لدوله بايدكم ميزه عملك دايم يعل جابك الجنه وموفقه حلك وترحالك اين ماكنتي,4/1/22 14:45,1,0,131,4/1/2022,11:45:52 AM,positive
5757,5758,1.50986E+18, رجل طيب خالد,4/1/22 14:45,1,0,37,4/1/2022,11:45:51 AM,positive
5758,5759,1.50986E+18,الوداع مقصده يجرح القلب ,4/1/22 14:45,0,0,46,4/1/2022,11:45:11 AM,positive
5759,5760,1.50986E+18, ماشاء اله كفو وين اقدر احصل الشعار مره اجوفه,4/1/22 14:41,1,0,86,4/1/2022,11:41:04 AM,positive
5760,5761,1.50986E+18, اعتقد عندهم الون الفضي,4/1/22 14:32,0,0,59,4/1/2022,11:32:48 AM,positive
5761,5762,1.50986E+18, متا بتعلنون وصل عد الزوار النهاءي,4/1/22 14:29,1,0,52,4/1/2022,11:29:32 AM,positive
5762,5763,1.50986E+18, تحيه لاولاد زايد الخير,4/1/22 14:29,0,0,63,4/1/2022,11:29:06 AM,positive
5763,5764,1.50986E+18, ماشاءاله عسا اله يوفقكم اهلنا بالامارات,4/1/22 14:27,1,0,76,4/1/2022,11:27:58 AM,positive
5764,5765,1.50985E+18,اكسبودبي يغلق ابوابه اشهر الفعاليات المبهرة  دبي وداعا اكسبو   اكسبو البيان القارء داءما تصوير احمد عبيد ,4/1/22 14:25,6,3,198,4/1/2022,11:25:52 AM,neutral
5765,5766,1.50985E+18,   مبارك الانجاز شيماء   ,4/1/22 14:22,0,0,66,4/1/2022,11:22:58 AM,positive
5766,5767,1.50985E+18, واله ندمان اني خذت ثنتين ولاسف مب موجوده اونلاين,4/1/22 14:21,0,0,82,4/1/2022,11:21:08 AM,negative
5767,5768,1.50985E+18,تحول المعرض الدولي علا مدار اشهر ملعب كبير يحتضن ضخما الفعاليات والتي تجاوزت حاجز  فعالية بينهما  بطولة عالمية اكسبو  دبي ,4/1/22 14:20,2,1,199,4/1/2022,11:20:51 AM,positive
5768,5769,1.50985E+18, بالتوفيق لامارات وشيوخها المحترمين ولشعبها الطيب كانوا جميعا علا قدر المسءولية تقدم تقدم باذن اله,4/1/22 14:19,0,0,181,4/1/2022,11:19:57 AM,positive
5769,5770,1.50985E+18,قدم فريق ارث لخدمات توريد الطعام والضيافة  وجبة يوميا لجميع المناطق الخاصة اكسبو  دبي  اشرف  متخصا  ,4/1/22 14:19,3,1,175,4/1/2022,11:19:48 AM,neutral
5770,5771,1.50985E+18, فعالية فنية وترفيهية قدمت يوميا علا مدا اشهر الحدث الدولي الاضخم اكسبو  نقلت العالم جولة اسرة عبر سلسلة الحفلات والاستعراضات وفرت لملاين الزوار مختلف الجنسيات تجارب ملهمة علا الصعيد الفني اكسبو  دبي ,4/1/22 14:18,8,3,277,4/1/2022,11:18:42 AM,positive
5771,5772,1.50985E+18, جميلة,4/1/22 14:17,1,0,34,4/1/2022,11:17:43 AM,positive
5772,5773,1.50985E+18, تصدق مرة جربتهم علا سفراتي احس البيوت المءجرة مو نظيفة اني ادري الفنادق مو نظيفة اله علا التعود اشوفك تمدحهم شكلي بجربهم مدحك,4/1/22 14:15,0,0,199,4/1/2022,11:15:47 AM,negative
5773,5774,1.50985E+18, تعودت خلونا نسوي حدث بالدولة اقوا اكسبو ياله اجمل الشعوب والناس اجمل اختلافهم الاسلام الحقيقي يايها الناس انا خلقنكم ذكر وانثا وجعلنكم شعوبا وقباءل لتعارفوا,4/1/22 14:15,0,0,266,4/1/2022,11:15:34 AM,positive
5774,5775,1.50985E+18,  شكرا ام هزاع,4/1/22 14:14,2,0,43,4/1/2022,11:14:54 AM,positive
5775,5776,1.50985E+18, كفو شما قصرتو ورفعتو الراس   ,4/1/22 14:12,1,0,61,4/1/2022,11:12:18 AM,positive
5776,5777,1.50985E+18,تجربتي تطبيق مريحة جدا ناحية ايجاد سكن مناسب قريب  التطبيق يفتح مجال ايجاد مواقع لسكن مختلفة الفنادق  خدمات اسعار مناسبة  الاهم تجربة السكن المنزلي الهادء بدلا رسمية ضوضاء الفنادق ,4/1/22 14:04,1,0,257,4/1/2022,11:04:48 AM,positive
5777,5778,1.50985E+18,اه واله شكرا ,4/1/22 14:04,8,0,55,4/1/2022,11:04:21 AM,positive
5778,5779,1.50985E+18,المهمة انجزت بامتياز اكسبو دبي     اكسبودبي اكسبو ,4/1/22 14:02,1,0,131,4/1/2022,11:02:54 AM,positive
5779,5780,1.50985E+18,   الروعة حضورك البهي,4/1/22 13:49,1,0,110,4/1/2022,10:49:21 AM,positive
5780,5781,1.50984E+18,  شكرا ماقصرت,4/1/22 13:46,1,0,39,4/1/2022,10:46:50 AM,positive
5781,5782,1.50984E+18, دفينشني ماشاء اله واله   ,4/1/22 13:36,1,0,103,4/1/2022,10:36:59 AM,positive
5782,5783,1.50984E+18,زوار اكسبو يعبرون حزنهم لانقضاء فترة انعقاد اكسبو مءكدين يعد افضل الوجهات الترفيهية والتثقيفية والتعليمية والرياضية عينك علا اكسبو    ,4/1/22 13:30,29,3,221,4/1/2022,10:30:28 AM,positive
5783,5784,1.50984E+18,  مبروك لسلطنة عمان الحبيبة,4/1/22 13:29,2,0,69,4/1/2022,10:29:49 AM,positive
5784,5785,1.50984E+18,لانهم بنات زايد يعشقون التحدي شكرا ريم الهاشمي         ,4/1/22 13:28,0,0,98,4/1/2022,10:28:03 AM,positive
5785,5786,1.50984E+18,رسالة وداع   اليوم نصل ختام معرض اكسبودبي اشهر انقضت العمل الشاق والمتع  استقبلنا خلالها اناس شتا بقاع الارض وتعرفنا خلالها علا دول نكن نسمع عنها قط بثقافات مختلفة وحضارات تاريخية متنوعة,4/1/22 13:27,1,0,272,4/1/2022,10:27:05 AM,positive
5786,5787,1.50984E+18, ابداع بمعنا الكلمة وفقهم اله,4/1/22 13:24,2,0,65,4/1/2022,10:24:58 AM,positive
5787,5788,1.50984E+18, روحانيات وجلب الحبيب,4/1/22 13:23,0,0,44,4/1/2022,10:23:32 AM,positive
5788,5789,1.50984E+18,  يحظا الشعب المبدع بقيادة رشيدة تعرف اين تضع ثقتها نجد نموذج اداري الامارات الشقيقة,4/1/22 13:20,1,0,123,4/1/2022,10:20:57 AM,positive
5789,5790,1.50984E+18, لا جديد السعودية العظما اولا جناح الملكة العربية السعودية اكسبو  دبي يحق اعلا نسب زيارات تاريخ معارض اكسبو الدولية علا الاطلاق بنحو ملاين زاءر مختلف الجنسيات اكسبو دبي اكسبودبي ,4/1/22 13:18,32,20,247,4/1/2022,10:18:37 AM,positive
5790,5791,1.50984E+18,وداعا اكسبو ذكريات حلوه تنسا انجاز انجاز باذن اله     اكسبو دبي  ,4/1/22 13:16,0,0,148,4/1/2022,10:16:20 AM,positive
5791,5792,1.50984E+18,  الجناح شي شجرة البان اختصروا شي عمان شجرة الطبيعة مجال لتنوع تاريخ عمان وحاضرها واستغلال المعرض لعرض فرص استثمارية,4/1/22 13:15,1,0,198,4/1/2022,10:15:02 AM,positive
5792,5793,1.50984E+18,  يعلها افراح وسعاده بنت الاتحاد ريم الهاشمي فخر   ,4/1/22 13:13,2,0,80,4/1/2022,10:13:32 AM,positive
5793,5794,1.50984E+18, ستبقا الامارات دبي شاء اله بتالقها قوتها     حفظكم اله قيادتنا الرشيدة,4/1/22 13:08,0,0,117,4/1/2022,10:08:50 AM,positive
5794,5795,1.50983E+18, اكسبو انزين اسبوع    الاقل    يرضيكم تزعلون الشعب كله رمضان   ,4/1/22 13:00,0,0,108,4/1/2022,10:00:38 AM,positive
5795,5796,1.50983E+18,اسدال الستار علا فاعليات اكسبو   نجح المعرض الفعاليات والاحداث والانشطة المتنوعة تنظيمها علا مدا شهور الهام الاجيال المقبلة والمساهمة فعال تحقيق رءية الامارات التفاصيل   ,4/1/22 13:00,0,0,272,4/1/2022,10:00:02 AM,positive
5796,5797,1.50983E+18,الامين العام لمكتب الدولي لمعارض اكسبودبي اقوا رسالة لتعاضد والتكاتف    اكسبودبي البيان القارء داءما,4/1/22 12:59,2,1,170,4/1/2022,9:59:52 AM,neutral
5797,5798,1.50983E+18, انت مامثلك علا العالم بشر ابداع فكر تحدي شموخ تالق ابهار اعجاز محمد بن راشد          جعلك بالوجود بوراشد نظر عيني     ,4/1/22 12:55,0,0,216,4/1/2022,9:55:41 AM,positive
5798,5799,1.50983E+18,نختم رحلتنا اكسبو دبي  اشهر الحظات الميزة  والمحطات والفعاليات والانشطة المختلفة  لنكمل مسيرتنا مستقبل مستدام ديوا في اكسبو ,4/1/22 12:44,5,2,195,4/1/2022,9:44:27 AM,positive
5799,5800,1.50983E+18,فرص متكافءة المشاركين الحدث الاستثناءي    اكسبو  اكسبودبي البيان القارء داءما,4/1/22 12:41,0,0,159,4/1/2022,9:41:09 AM,neutral
5800,5801,1.50983E+18, كفو وماقصرتوا يعطيكم العافيه   ,4/1/22 12:39,2,0,66,4/1/2022,9:39:32 AM,positive
5801,5802,1.50983E+18,اكسبودبي نقطة انطلاقة استدامة الاقتصاد العالمي   اكسبو البيان القارء داءما,4/1/22 12:36,1,0,146,4/1/2022,9:36:00 AM,positive
5802,5803,1.50983E+18,فريق اكسبودبي رسالة شكر لقيادة الرشيدة وعدتم بـ اكسبو استثناءي وحقتم وعدكم   وداعا اكسبو اكسبو اكسبودبي البيان القارء داءما,4/1/22 12:31,0,1,243,4/1/2022,9:31:16 AM,positive
